"Sector","Symbol"
"Technology","QADB"
,"QAT"
"Technology","QBAK"
,"QCLN"
"Technology","QCOM"
"Finance","QCRH"
"Health Care","QDEL"
"Health Care","QGEN"
,"QINC"
"Miscellaneous","QIWI"
,"QLC"
"Technology","QLYS"
"Miscellaneous","QNST"
"Miscellaneous","QPAC"
"Miscellaneous","QPACU"
"Miscellaneous","QPACW"
,"QQEW"
,"QQQ"
,"QQQC"
,"QQQX"
,"QQXT"
"Technology","QRHC"
"Technology","QRVO"
"Technology","QSII"
,"QTEC"
"Technology","QTNA"
"Health Care","QTNT"
"Miscellaneous","QTRH"
"Technology","QUIK"
"Technology","QUMU"
"Health Care","QURE"
"Consumer Services","QVCA"
"Consumer Services","QVCB"
,"QYLD"
"Consumer Non-Durables","RADA"
"Capital Goods","RAIL"
,"RAND"
"Health Care","RARE"
"Health Care","RARX"
"Consumer Non-Durables","RAVE"
"Capital Goods","RAVN"
"Finance","RBCAA"
"Technology","RBCN"
"Finance","RBPAA"
"Technology","RCII"
"Consumer Non-Durables","RCKY"
"Consumer Services","RCM"
"Technology","RCMT"
"Energy","RCON"
"Technology","RDCM"
"Health Care","RDHL"
"Consumer Services","RDI"
"Consumer Services","RDIB"
"Health Care","RDNT"
"Health Care","RDUS"
,"RDVY"
"Miscellaneous","RDWR"
"Miscellaneous","RECN"
"Miscellaneous","REFR"
"Basic Industries","REGI"
"Health Care","REGN"
"Miscellaneous","REIS"
"Consumer Non-Durables","RELL"
"Health Care","RELV"
"Consumer Non-Durables","RELY"
"Health Care","REPH"
"Technology","RESN"
"Health Care","RETA"
"Energy","REXX"
,"RFAP"
,"RFDI"
,"RFEM"
,"RFEU"
"Capital Goods","RFIL"
"Public Utilities","RGCO"
"Health Care","RGEN"
"Basic Industries","RGLD"
"Health Care","RGLS"
"Health Care","RGNX"
"Basic Industries","RGSE"
"Consumer Non-Durables","RIBT"
"Consumer Non-Durables","RIBTW"
"Consumer Services","RICK"
"Health Care","RIGL"
"Miscellaneous","RILY"
"Miscellaneous","RILYL"
"Miscellaneous","RILYZ"
"Basic Industries","RKDA"
"Consumer Services","RLJE"
"Consumer Services","RLOG"
"Technology","RMBS"
"Consumer Non-Durables","RMCF"
"Miscellaneous","RMGN"
"Consumer Services","RMR"
"Health Care","RMTI"
"Finance","RNDB"
"Consumer Services","RNET"
"Finance","RNST"
"Health Care","RNVA"
"Health Care","RNVAZ"
"Technology","RNWK"
,"ROBO"
"Capital Goods","ROCK"
"Consumer Services","ROIC"
"Capital Goods","ROKA"
"Capital Goods","ROLL"
"Energy","ROSE"
"Energy","ROSEU"
"Energy","ROSEW"
"Health Care","ROSG"
"Consumer Services","ROST"
"Technology","RP"
"Technology","RPD"
"Health Care","RPRX"
"Miscellaneous","RPXC"
"Miscellaneous","RRD"
"Consumer Services","RRGB"
"Consumer Services","RRR"
"Technology","RSYS"
"Health Care","RTIX"
"Basic Industries","RTK"
"Consumer Services","RTNB"
"Health Care","RTRX"
"Health Care","RTTR"
"Capital Goods","RUN"
"Consumer Durables","RUSHA"
"Consumer Durables","RUSHB"
"Consumer Services","RUTH"
"Consumer Services","RVEN"
"Consumer Durables","RVLT"
"Health Care","RVNC"
"Finance","RVSB"
"Health Care","RWLK"
"Health Care","RXDX"
"Health Care","RXII"
"Health Care","RXIIW"
"Transportation","RYAAY"
"Technology","SABR"
"Energy","SAEX"
"Consumer Non-Durables","SAFM"
"Finance","SAFT"
"Health Care","SAGE"
"Transportation","SAIA"
"Miscellaneous","SAJA"
"Finance","SAL"
"Consumer Services","SALM"
"Finance","SAMG"
"Technology","SANM"
"Consumer Non-Durables","SANW"
"Finance","SASR"
"Technology","SATS"
"Consumer Services","SAUC"
"Transportation","SAVE"
"Consumer Services","SBAC"
"Health Care","SBBP"
"Finance","SBBX"
"Finance","SBCF"
"Finance","SBCP"
"Finance","SBFG"
"Finance","SBFGP"
"Consumer Services","SBGI"
"Transportation","SBLK"
"Transportation","SBLKL"
"Finance","SBNY"
"Finance","SBNYW"
"Health Care","SBOT"
"Health Care","SBPH"
"Consumer Services","SBRA"
"Consumer Services","SBRAP"
"Finance","SBSI"
"Consumer Services","SBUX"
"Finance","SCAC"
,"SCACU"
"Finance","SCACW"
"Consumer Services","SCHL"
"Consumer Durables","SCHN"
"Technology","SCKT"
"Health Care","SCLN"
"Health Care","SCMP"
"Technology","SCON"
"Technology","SCSC"
"Consumer Durables","SCSS"
"Consumer Services","SCVL"
"Technology","SCWX"
"Health Care","SCYX"
,"SCZ"
"Technology","SEAC"
"Technology","SEDG"
"Consumer Non-Durables","SEED"
"Finance","SEIC"
"Health Care","SELB"
"Consumer Services","SELF"
"Consumer Non-Durables","SENEA"
"Consumer Non-Durables","SENEB"
"Energy","SEV"
"Finance","SFBC"
"Finance","SFBS"
"Miscellaneous","SFLY"
"Consumer Services","SFM"
"Finance","SFNC"
"Finance","SFST"
,"SGBK"
,"SGBX"
"Consumer Non-Durables","SGC"
"Health Care","SGEN"
"Technology","SGH"
"Consumer Durables","SGLB"
"Consumer Durables","SGLBW"
"Technology","SGMA"
"Health Care","SGMO"
"Technology","SGMS"
"Technology","SGOC"
,"SGQI"
"Miscellaneous","SGRP"
"Health Care","SGRY"
"Health Care","SGYP"
"Finance","SHBI"
"Public Utilities","SHEN"
"Transportation","SHIP"
"Transportation","SHIPW"
"Consumer Services","SHLD"
"Consumer Services","SHLDW"
"Basic Industries","SHLM"
"Capital Goods","SHLO"
"Consumer Non-Durables","SHOO"
"Public Utilities","SHOR"
"Consumer Services","SHOS"
"Health Care","SHPG"
"Technology","SHSP"
"Finance","SIEB"
"Health Care","SIEN"
"Finance","SIFI"
"Technology","SIFY"
"Finance","SIGI"
"Technology","SIGM"
"Technology","SILC"
"Technology","SIMO"
"Technology","SINA"
"Transportation","SINO"
"Consumer Services","SIR"
"Consumer Services","SIRI"
"Miscellaneous","SITO"
"Finance","SIVB"
"Finance","SIVBO"
"Consumer Services","SKIS"
"Health Care","SKLN"
,"SKOR"
"Public Utilities","SKYS"
"Transportation","SKYW"
,"SKYY"
"Technology","SLAB"
"Finance","SLCT"
"Consumer Durables","SLGN"
,"SLIM"
"Finance","SLM"
"Finance","SLMBP"
"Health Care","SLNO"
"Health Care","SLNOW"
"Technology","SLP"
,"SLQD"
,"SLRC"
"Finance","SLVO"
"Finance","SMBC"
"Finance","SMBK"
"Technology","SMCI"
,"SMCP"
"Basic Industries","SMED"
"Capital Goods","SMIT"
"Finance","SMMF"
"Health Care","SMMT"
"Consumer Services","SMRT"
"Technology","SMSI"
"Technology","SMTC"
"Technology","SMTX"
"Consumer Non-Durables","SNAK"
"Finance","SNBC"
"Finance","SNC"
"Technology","SNCR"
,"SND"
"Energy","SNDE"
"Health Care","SNDX"
"Basic Industries","SNES"
"Finance","SNFCA"
"Health Care","SNGX"
"Health Care","SNGXW"
"Consumer Services","SNH"
"Consumer Services","SNHNI"
"Consumer Services","SNHNL"
"Capital Goods","SNHY"
"Consumer Services","SNI"
,"SNLN"
"Health Care","SNMX"
"Health Care","SNOA"
"Health Care","SNOAW"
"Technology","SNPS"
,"SNSR"
"Health Care","SNSS"
,"SOCL"
"Consumer Durables","SODA"
"Technology","SOFO"
"Consumer Services","SOHO"
"Consumer Services","SOHOB"
"Consumer Services","SOHOM"
"Technology","SOHU"
"Finance","SONA"
"Consumer Services","SONC"
"Technology","SONS"
"Capital Goods","SORL"
,"SOXX"
"Consumer Services","SP"
"Health Care","SPAN"
"Capital Goods","SPAR"
"Technology","SPCB"
"Miscellaneous","SPEX"
,"SPHS"
"Technology","SPI"
"Technology","SPIL"
"Public Utilities","SPKE"
"Public Utilities","SPKEP"
"Technology","SPLK"
"Consumer Services","SPLS"
"Health Care","SPNC"
"Health Care","SPNE"
"Technology","SPNS"
"Public Utilities","SPOK"
"Health Care","SPPI"
"Technology","SPRT"
"Technology","SPSC"
"Consumer Non-Durables","SPTN"
"Consumer Services","SPWH"
"Technology","SPWR"
"Consumer Non-Durables","SQBG"
,"SQQQ"
,"SQZZ"
"Technology","SRAX"
"Finance","SRCE"
"Basic Industries","SRCL"
"Basic Industries","SRCLP"
"Health Care","SRDX"
,"SRET"
"Miscellaneous","SREV"
"Health Care","SRNE"
"Health Care","SRPT"
"Health Care","SRRA"
"Consumer Services","SRSC"
"Health Care","SRTS"
"Health Care","SRTSW"
"Finance","SRUN"
"Finance","SRUNU"
"Finance","SRUNW"
"Finance","SSB"
,"SSBI"
"Finance","SSFN"
"Health Care","SSKN"
"Technology","SSNC"
"Miscellaneous","SSNT"
"Basic Industries","SSRI"
"Technology","SSTI"
"Technology","SSYS"
"Health Care","STAA"
"Technology","STAF"
"Transportation","STB"
"Finance","STBA"
"Finance","STBZ"
"Health Care","STDY"
"Finance","STFC"
"Consumer Services","STKL"
"Consumer Services","STKS"
"Basic Industries","STLD"
"Finance","STLR"
"Finance","STLRU"
"Finance","STLRW"
"Consumer Durables","STLY"
"Health Care","STML"
"Miscellaneous","STMP"
"Finance","STPP"
"Consumer Services","STRA"
"Basic Industries","STRL"
"Technology","STRM"
"Consumer Services","STRS"
"Capital Goods","STRT"
"Technology","STX"
"Consumer Durables","SUMR"
,"SUNS"
"Public Utilities","SUNW"
"Health Care","SUPN"
"Health Care","SVA"
"Finance","SVBI"
"Health Care","SVRA"
,"SVVC"
,"SWIN"
"Technology","SWIR"
"Technology","SWKS"
"Finance","SYBT"
"Technology","SYKE"
"Technology","SYMC"
"Basic Industries","SYMX"
"Technology","SYNA"
"Technology","SYNC"
"Basic Industries","SYNL"
"Technology","SYNT"
"Capital Goods","SYPR"
"Health Care","SYRS"
"Consumer Durables","TA"
"Consumer Services","TACO"
"Consumer Services","TACOW"
"Technology","TACT"
"Consumer Non-Durables","TAIT"
"Basic Industries","TANH"
"Consumer Durables","TANNI"
"Consumer Durables","TANNL"
"Consumer Durables","TANNZ"
"Finance","TAPR"
"Consumer Services","TAST"
"Capital Goods","TATT"
"Miscellaneous","TAX"
"Capital Goods","TAYD"
"Finance","TBBK"
"Finance","TBK"
"Finance","TBNK"
"Health Care","TBPH"
"Finance","TCBI"
"Finance","TCBIL"
"Finance","TCBIP"
"Finance","TCBIW"
"Finance","TCBK"
"Technology","TCCO"
"Finance","TCFC"
"Health Care","TCMD"
"Health Care","TCON"
,"TCPC"
,"TCRD"
"Technology","TCX"
,"TDIV"
"Technology","TEAM"
"Health Care","TEAR"
"Technology","TECD"
"Health Care","TECH"
"Consumer Services","TEDU"
"Energy","TELL"
"Health Care","TENX"
"Public Utilities","TERP"
"Energy","TESO"
"Consumer Non-Durables","TESS"
"Finance","TFSL"
"Energy","TGA"
"Capital Goods","TGEN"
"Consumer Durables","TGLS"
"Health Care","TGTX"
"Finance","THFF"
"Health Care","THLD"
"Capital Goods","THRM"
"Consumer Non-Durables","THST"
,"TICC"
,"TICCL"
"Health Care","TIG"
"Finance","TIL"
"Consumer Durables","TILE"
"Finance","TIPT"
"Technology","TISA"
"Consumer Services","TITN"
"Miscellaneous","TIVO"
"Consumer Non-Durables","TLF"
"Health Care","TLGT"
"Technology","TLND"
,"TLT"
"Public Utilities","TMUS"
"Public Utilities","TMUSP"
"Capital Goods","TNAV"
"Health Care","TNDM"
"Health Care","TNXP"
"Health Care","TOCA"
"Transportation","TOPS"
"Basic Industries","TORM"
"Consumer Services","TOUR"
,"TOWN"
"Energy","TPIC"
"Health Care","TPIV"
,"TQQQ"
"Finance","TRCB"
"Energy","TRCH"
"Finance","TREE"
"Miscellaneous","TRHC"
"Health Care","TRIB"
"Health Care","TRIL"
"Technology","TRIP"
"Capital Goods","TRMB"
"Finance","TRMK"
"Consumer Services","TRNC"
"Capital Goods","TRNS"
"Health Care","TROV"
"Finance","TROW"
"Health Care","TRPX"
"Capital Goods","TRS"
"Finance","TRST"
"Technology","TRUE"
"Health Care","TRUP"
,"TRVG"
"Health Care","TRVN"
"Finance","TSBK"
"Finance","TSC"
"Consumer Services","TSCO"
"Technology","TSEM"
"Capital Goods","TSLA"
"Technology","TSRI"
"Health Care","TSRO"
"Consumer Services","TST"
"Technology","TTD"
"Technology","TTEC"
"Consumer Services","TTEK"
"Miscellaneous","TTGT"
"Technology","TTMI"
"Health Care","TTNP"
"Health Care","TTOO"
"Health Care","TTPH"
"Consumer Services","TTS"
"Technology","TTWO"
"Consumer Services","TUES"
"Finance","TURN"
,"TUSA"
"Energy","TUSK"
,"TUTI"
,"TUTT"
"Basic Industries","TVIA"
"Finance","TVIX"
"Finance","TVIZ"
"Health Care","TVTY"
"Technology","TWIN"
"Consumer Services","TWMC"
"Consumer Non-Durables","TWNK"
"Consumer Non-Durables","TWNKW"
"Technology","TWOU"
"Technology","TXN"
"Consumer Services","TXRH"
"Consumer Non-Durables","TYHT"
"Technology","TYPE"
"Technology","TZOO"
,"UAE"
"Finance","UBCP"
"Finance","UBFO"
,"UBIO"
,"UBND"
"Finance","UBNK"
"Technology","UBNT"
"Finance","UBOH"
"Finance","UBSH"
"Finance","UBSI"
"Finance","UCBA"
"Finance","UCBI"
"Finance","UCFC"
"Technology","UCTT"
,"UDBI"
"Consumer Non-Durables","UEIC"
"Finance","UEPS"
"Finance","UFCS"
"Basic Industries","UFPI"
"Capital Goods","UFPT"
"Consumer Non-Durables","UG"
"Finance","UGLD"
"Consumer Services","UHAL"
"Finance","UIHC"
"Miscellaneous","ULBI"
"Transportation","ULH"
"Consumer Services","ULTA"
"Technology","ULTI"
"Finance","UMBF"
"Finance","UMPQ"
"Finance","UNAM"
"Finance","UNB"
"Consumer Non-Durables","UNFI"
"Consumer Services","UNIT"
"Finance","UNTY"
"Capital Goods","UNXL"
"Consumer Services","UONE"
"Consumer Services","UONEK"
"Energy","UPL"
"Technology","UPLD"
"Consumer Services","URBN"
"Health Care","URGN"
"Basic Industries","URRE"
"Transportation","USAK"
"Basic Industries","USAP"
"Miscellaneous","USAT"
"Miscellaneous","USATP"
"Capital Goods","USCR"
"Energy","USEG"
,"USLB"
"Basic Industries","USLM"
"Finance","USLV"
"Finance","USOI"
"Health Care","UTHR"
"Health Care","UTMD"
"Consumer Durables","UTSI"
"Finance","UVSP"
"Finance","VALU"
,"VALX"
"Finance","VBFC"
"Health Care","VBIV"
"Health Care","VBLT"
,"VBND"
"Finance","VBTX"
"Health Care","VCEL"
,"VCIT"
,"VCLT"
,"VCSH"
"Health Care","VCYT"
"Technology","VDSI"
"Consumer Services","VDTH"
"Finance","VEAC"
"Finance","VEACU"
"Finance","VEACW"
"Technology","VECO"
"Public Utilities","VEON"
"Technology","VERI"
,"VGIT"
,"VGLT"
,"VGSH"
"Consumer Services","VIA"
"Consumer Services","VIAB"
"Technology","VIAV"
"Health Care","VICL"
"Capital Goods","VICR"
,"VIDI"
,"VIGI"
"Finance","VIIX"
"Finance","VIIZ"
"Consumer Durables","VIRC"
"Finance","VIRT"
"Health Care","VIVE"
"Health Care","VIVO"
"Health Care","VKTX"
"Health Care","VKTXW"
"Consumer Services","VLGEA"
"Health Care","VLRX"
,"VMBS"
"Health Care","VNDA"
"Technology","VNET"
"Energy","VNOM"
,"VNQI"
"Public Utilities","VOD"
,"VONE"
,"VONG"
,"VONV"
"Consumer Non-Durables","VOXX"
"Consumer Non-Durables","VRA"
"Health Care","VRAY"
"Capital Goods","VREX"
,"VRIG"
"Health Care","VRML"
"Health Care","VRNA"
"Technology","VRNS"
"Technology","VRNT"
"Technology","VRSK"
"Technology","VRSN"
"Finance","VRTS"
"Finance","VRTSP"
"Technology","VRTU"
"Health Care","VRTX"
"Health Care","VSAR"
"Technology","VSAT"
,"VSDA"
"Consumer Services","VSEC"
"Health Care","VSTM"
"Health Care","VTGN"
,"VTHR"
,"VTIP"
"Health Care","VTL"
"Energy","VTNR"
"Health Care","VTVT"
,"VTWG"
,"VTWO"
,"VTWV"
,"VUSE"
"Technology","VUZI"
"Public Utilities","VVPR"
"Health Care","VVUS"
,"VWOB"
"Consumer Durables","VWR"
,"VXUS"
"Health Care","VYGR"
,"VYMI"
"Finance","WABC"
"Finance","WAFD"
"Finance","WAFDW"
"Finance","WASH"
"Technology","WATT"
"Finance","WAYN"
"Technology","WB"
"Health Care","WBA"
"Finance","WBB"
"Finance","WBKC"
"Miscellaneous","WBMD"
"Finance","WCFB"
"Consumer Services","WCST"
"Technology","WDC"
"Basic Industries","WDFC"
"Technology","WEB"
"Finance","WEBK"
"Consumer Services","WEN"
"Transportation","WERN"
"Finance","WETF"
"Consumer Non-Durables","WEYS"
"Finance","WFBI"
"Consumer Services","WFM"
,"WHF"
,"WHFBL"
"Consumer Services","WHLM"
"Consumer Services","WHLR"
"Consumer Services","WHLRD"
"Consumer Services","WHLRP"
"Consumer Services","WHLRW"
"Consumer Services","WIFI"
"Consumer Non-Durables","WILC"
"Public Utilities","WIN"
"Consumer Services","WINA"
"Consumer Services","WING"
"Finance","WINS"
"Capital Goods","WIRE"
"Technology","WIX"
"Capital Goods","WKHS"
"Energy","WLB"
"Consumer Services","WLDN"
"Consumer Durables","WLFC"
"Finance","WLTW"
"Consumer Durables","WMAR"
"Health Care","WMGI"
"Health Care","WMGIZ"
"Finance","WMIH"
"Finance","WNEB"
,"WOOD"
"Consumer Non-Durables","WOOF"
"Consumer Services","WPCS"
"Technology","WPPGY"
"Energy","WPRT"
"Finance","WRLD"
"Finance","WSBC"
"Finance","WSBF"
"Technology","WSCI"
"Finance","WSFS"
"Finance","WSFSL"
"Miscellaneous","WSTC"
"Technology","WSTG"
"Public Utilities","WSTL"
"Finance","WTBA"
"Finance","WTFC"
"Finance","WTFCM"
"Finance","WTFCW"
"Health Care","WVE"
"Finance","WVFC"
"Consumer Non-Durables","WVVI"
"Consumer Non-Durables","WVVIP"
"Energy","WWD"
"Finance","WYIG"
"Finance","WYIGU"
"Finance","WYIGW"
"Consumer Services","WYNN"
"Health Care","XBIO"
"Health Care","XBIT"
"Finance","XBKS"
"Capital Goods","XCRA"
"Miscellaneous","XELB"
"Health Care","XENE"
"Health Care","XENT"
"Consumer Durables","XGTI"
"Consumer Durables","XGTIW"
"Finance","XIV"
"Technology","XLNX"
"Health Care","XLRN"
"Health Care","XNCR"
"Technology","XNET"
"Energy","XOG"
"Health Care","XOMA"
"Capital Goods","XONE"
"Technology","XPER"
"Technology","XPLR"
"Health Care","XRAY"
"Health Care","XTLB"
,"YDIV"
"Capital Goods","YECO"
"Finance","YERR"
"Technology","YHOO"
"Finance","YIN"
,"YLCO"
,"YLDE"
"Technology","YNDX"
"Public Utilities","YORW"
"Transportation","YRCW"
"Basic Industries","YTEN"
"Consumer Services","YTRA"
"Technology","YY"
"Miscellaneous","Z"
"Consumer Services","ZAGG"
"Finance","ZAIS"
,"ZBIO"
"Technology","ZBRA"
"Basic Industries","ZEUS"
"Health Care","ZFGN"
"Miscellaneous","ZG"
"Health Care","ZGNX"
"Finance","ZION"
"Finance","ZIONW"
"Finance","ZIONZ"
"Health Care","ZIOP"
"Finance","ZIV"
"Technology","ZIXI"
"Energy","ZN"
"Technology","ZNGA"
"Energy","ZNWAA"
"Health Care","ZSAN"
"Consumer Services","ZUMZ"
"Health Care","ZYNE"
